State   County  Year    UFOSightingCount   Population_Density   Housing_Density Urban_Rural
Connecticut  fairfield  2002  3  1467.2  578.1   Urban
Iowa  wapello  2005  3  82.5  37.3   Rural
Kentucky  warren  2008  1  210.1  87.2   Rural
Florida  highlands  2007  3  97.2  54.5   Rural
Virginia  spotsylvania  2008  3  304.9  112.5   Rural
Florida  hillsborough  2003  9  1204.9  525.5   Urban
Oregon  coos  2006  1  39.5  19.2   Rural
Tennessee  shelby  2010  3  1215.5  521.9   Urban
Maine  oxford  2007  1  27.8  17.4   Rural
Utah  davis  2009  1  1025.8  326.6   Rural
New York  orange  2003  2  459.3  168.8   Rural
Maine  penobscot  2009  5  45.3  21.7   Rural
Wyoming  crook  2000  1  2.1  1.0   Rural
Florida  okaloosa  1999  1  182.2  84.0   Rural
Idaho  canyon  2010  1  321.6  118.2   Rural
Virginia  henrico  2008  3  1313.4  568.2   Urban
North Carolina  wilkes  2010  1  91.9  43.8   Rural
California  san bernardino  1998  13  85.2  30.0   Rural
New Mexico  otero  1999  2  9.4  4.4   Rural
Indiana  floyd  2001  1  504.1  216.1   Rural
Tennessee  rutherford  2000  2  294.1  114.1   Rural
Maine  hancock  2009  1  34.3  25.3   Rural
Arizona  navajo  1991  1  9.8  4.8   Rural
South Carolina  lexington  1992  1  308.9  130.1   Rural
Oregon  umatilla  2006  1  23.6  9.2   Rural
Ohio  hardin  2003  1  68.1  27.8   Rural
Tennessee  sumner  2004  1  303.4  124.6   Rural
Colorado  larimer  2006  4  115.4  51.1   Rural
Ohio  ross  2003  2  113.3  46.6   Rural
Minnesota  becker  1998  1  22.9  12.7   Rural
Kentucky  kenton  2002  1  996.7  430.4   Rural
Iowa  black hawk  2008  2  231.7  98.8   Rural
Pennsylvania  butler  1996  1  220.8  88.6   Rural
Mississippi  lauderdale  2009  1  114.1  49.3   Rural
New York  westchester  1992  2  2133.6  807.4   Urban
Georgia  douglas  2005  2  661.8  258.3   Rural
Ohio  trumbull  2000  1  365.2  154.3   Rural
Texas  midland  1995  1  128.9  53.4   Rural
Illinois  tazewell  2005  1  208.6  88.6   Rural
Tennessee  davidson  2008  9  1243.3  563.4   Urban
Missouri  macon  2006  1  19.4  9.6   Rural
Wisconsin  racine  2003  2  587.7  247.1   Rural
Nebraska  seward  2003  1  29.3  12.0   Rural
Ohio  summit  2008  4  1312.6  593.8   Urban
New York  columbia  2002  1  99.4  51.6   Rural
New Hampshire  grafton  1998  1  47.7  25.5   Rural
Missouri  crawford  2000  1  30.7  14.6   Rural
Colorado  la plata  2007  1  30.3  15.3   Rural
Montana  yellowstone  2006  2  56.2  24.3   Rural
Texas  montgomery  2009  4  437.5  170.5   Rural
Texas  bell  2001  1  295.2  119.4   Rural
Minnesota  hubbard  2005  1  22.1  15.8   Rural
Kentucky  fayette  2007  2  1042.8  476.5   Rural
Michigan  iron  2006  1  10.1  7.9   Rural
Illinois  peoria  2001  1  301.2  134.1   Rural
Georgia  laurens  1992  1  55.2  24.2   Rural
Massachusetts  hampshire  2000  2  287.8  110.9   Rural
Tennessee  union  2006  1  85.5  40.1   Rural
Florida  levy  2003  3  36.5  18.0   Rural
Texas  roberts  2003  1  1.0  0.5   Rural
Oregon  wheeler  1994  1  0.9  0.5   Rural
Colorado  teller  1997  1  36.9  18.6   Rural
North Carolina  rowan  1996  1  254.9  105.6   Rural
New York  suffolk  2000  10  1556.0  572.6   Urban
North Carolina  graham  2007  1  30.3  20.3   Rural
Texas  hidalgo  2006  1  493.2  158.1   Rural
Oklahoma  delaware  2007  1  56.2  33.6   Rural
New York  franklin  2000  2  31.3  14.7   Rural
Virginia  page  2009  2  77.3  37.3   Rural
Florida  collier  1999  1  124.1  71.4   Rural
Wisconsin  rock  1999  2  211.4  86.3   Rural
Wisconsin  dane  2001  14  407.7  180.4   Rural
Texas  mclennan  2004  1  226.5  91.7   Rural
Montana  phillips  1997  1  0.9  0.5   Rural
Michigan  jackson  2003  1  228.4  99.0   Rural
Arkansas  benton  2001  3  261.2  109.9   Rural
Texas  hays  2000  5  144.0  52.6   Rural
Massachusetts  essex  1995  3  1444.9  573.5   Urban
New York  albany  1999  1  562.7  248.3   Rural
Kentucky  greenup  2003  2  107.2  47.4   Rural
New Jersey  sussex  2010  1  287.6  119.6   Rural
Utah  carbon  2003  2  14.5  6.5   Rural
Florida  citrus  2006  2  242.8  134.1   Rural
Texas  san saba  2007  1  5.4  2.8   Rural
Vermont  lamoille  1999  1  50.4  23.9   Rural
Alabama  covington  2003  3  36.6  18.3   Rural
Delaware  sussex  2006  3  210.6  131.4   Rural
Indiana  fayette  1999  1  119.0  51.1   Rural
Pennsylvania  berks  1999  2  435.0  174.9   Rural
Georgia  lee  1998  1  69.6  24.8   Rural
Arkansas  randolph  2002  2  27.6  13.1   Rural
Montana  cascade  2004  2  30.1  13.8   Rural
California  contra costa  1996  4  1317.9  492.5   Rural
New Mexico  rio arriba  2004  2  6.9  3.4   Rural
Georgia  dekalb  1998  1  2482.7  974.0   Urban
Washington  yakima  1998  4  51.8  18.4   Rural
Indiana  wayne  1998  2  176.2  75.5   Rural
California  monterey  2002  4  126.5  42.4   Rural
Indiana  miami  2006  1  98.7  41.4   Rural
Texas  travis  2000  1  821.1  339.5   Rural
Georgia  lumpkin  2000  1  73.9  29.0   Rural
Texas  jefferson  1999  1  279.0  113.0   Rural
Ohio  van wert  2007  1  70.3  30.8   Rural
Florida  palm beach  2003  9  670.2  337.4   Rural
Washington  klickitat  2005  2  10.9  5.2   Rural
Tennessee  williamson  1995  1  217.3  80.7   Rural
Oregon  curry  1997  1  13.0  7.0   Rural
Florida  leon  2008  3  413.1  186.2   Rural
Mississippi  marion  2000  1  47.2  19.2   Rural
Florida  pasco  2000  3  462.9  233.2   Rural
Kentucky  jefferson  2006  5  1948.1  887.5   Urban
Florida  alachua  2004  3  282.7  128.9   Rural
Tennessee  overton  2006  1  50.9  23.7   Rural
Virginia  lancaster  2002  1  85.5  55.5   Rural
Kentucky  bourbon  2008  1  69.0  30.8   Rural
Maryland  cecil  2007  1  292.0  118.7   Rural
Georgia  hall  2000  1  353.8  129.7   Rural
Missouri  cass  1998  1  117.4  45.3   Rural
Maine  lincoln  2003  3  75.6  51.5   Rural
Mississippi  panola  2008  1  50.7  21.5   Rural
Indiana  henry  1999  1  123.5  52.4   Rural
Illinois  bond  1999  3  46.4  17.6   Rural
Tennessee  henry  2008  1  57.5  30.3   Rural
Illinois  greene  2007  1  25.6  11.8   Rural
North Carolina  orange  2007  1  336.2  139.7   Rural
Wisconsin  washington  2009  2  306.2  127.0   Rural
Arkansas  pope  2004  5  76.0  31.4   Rural
Maine  cumberland  1996  1  317.9  146.7   Rural
Michigan  ionia  1997  3  107.3  38.4   Rural
Illinois  dupage  2004  8  2799.8  1087.6   Urban
Utah  weber  2002  2  401.4  149.6   Rural
Kentucky  warren  2001  5  210.1  87.2   Rural
Arizona  yavapai  2000  19  20.6  10.1   Rural
Michigan  mason  2009  1  58.0  34.9   Rural
Virginia  smyth  2007  1  71.4  34.2   Rural
Virginia  chesterfield  2005  2  747.1  289.5   Rural
Montana  blaine  1998  1  1.7  0.7   Rural
Pennsylvania  crawford  1999  1  89.2  41.9   Rural
New York  monroe  2010  6  1132.6  487.8   Rural
Tennessee  jefferson  2008  1  187.6  85.7   Rural
Wyoming  platte  2001  1  4.2  2.2   Rural
Texas  kleberg  2005  3  36.4  14.5   Rural
Maryland  howard  2004  4  1144.9  435.8   Rural
Massachusetts  plymouth  2007  6  750.9  303.7   Rural
Utah  garfield  2007  1  1.0  0.7   Rural
South Carolina  lexington  2001  4  375.4  163.0   Rural
Ohio  athens  2006  2  128.6  52.4   Rural
North Carolina  person  2004  1  100.6  46.4   Rural
Ohio  ross  1996  2  106.5  42.8   Rural
Colorado  jefferson  1999  5  682.6  275.2   Rural
New York  westchester  2001  6  2204.7  861.4   Urban
Montana  lewis and clark  2007  1  18.3  8.7   Rural
Ohio  crawford  1998  1  116.8  50.2   Rural
Georgia  douglas  1998  1  462.5  174.7   Rural
Pennsylvania  venango  2002  1  81.5  40.7   Rural
Illinois  kankakee  2002  1  167.7  66.9   Rural
New Jersey  cape may  2009  4  386.9  391.0   Rural
Tennessee  davidson  2007  7  1243.3  563.4   Urban
Indiana  dearborn  1996  1  151.1  58.3   Rural
Kansas  douglas  2002  4  243.1  102.5   Rural
Oregon  lane  2002  7  77.2  34.3   Rural
Wisconsin  manitowoc  1998  1  140.1  58.6   Rural
Alabama  coffee  1998  1  64.2  29.2   Rural
Florida  manatee  2003  6  434.5  232.4   Rural
Indiana  dubois  2007  1  98.0  40.7   Rural
West Virginia  harrison  2009  1  166.1  75.6   Rural
Iowa  sioux  2003  1  43.9  16.0   Rural
Arkansas  conway  2001  2  38.5  17.6   Rural
Oregon  tillamook  1995  1  22.0  14.4   Rural
North Carolina  johnston  2008  4  213.4  85.5   Rural
Missouri  greene  1996  2  356.1  154.8   Rural
Indiana  vigo  2007  2  267.4  114.1   Rural
Kansas  norton  1997  1  6.8  3.0   Rural
California  yolo  2005  4  197.9  74.0   Rural
Illinois  peoria  2010  2  301.2  134.1   Rural
Washington  king  1991  1  817.0  349.1   Rural
Iowa  crawford  1997  1  23.7  9.7   Rural
Maine  kennebec  2006  3  140.8  70.3   Rural
Florida  levy  1994  1  30.8  14.8   Rural
Nebraska  sarpy  2006  10  664.6  259.2   Rural
Texas  red river  2008  1  12.4  6.6   Rural
North Carolina  new hanover  2010  4  1058.1  529.6   Urban
Mississippi  rankin  2002  1  182.6  72.8   Rural
Utah  sevier  2002  1  10.9  4.4   Rural
Texas  hidalgo  2009  4  493.2  158.1   Rural
Arkansas  polk  2003  1  24.1  11.7   Rural
South Carolina  lancaster  2004  1  139.6  59.5   Rural
California  san diego  2001  31  735.8  276.9   Rural
Illinois  fulton  1999  1  44.2  18.8   Rural
Minnesota  crow wing  2009  1  62.6  40.2   Rural
Georgia  columbia  1999  1  307.9  114.9   Rural
Arkansas  benton  2010  3  261.2  109.9   Rural
Massachusetts  essex  2002  4  1508.8  622.8   Urban
New York  wayne  1997  1  155.2  64.2   Rural
Utah  san juan  2007  2  1.9  0.7   Rural
Colorado  washington  2002  1  1.9  1.0   Rural
Michigan  montmorency  2007  1  17.9  17.6   Rural
Virginia  halifax  2001  2  44.3  22.0   Rural
Vermont  addison  2001  1  48.0  21.9   Rural
Oregon  washington  1995  20  615.3  247.2   Rural
Indiana  lake  2003  7  994.1  418.4   Rural
North Dakota  stark  2000  1  16.9  7.3   Rural
Mississippi  holmes  2001  1  25.4  11.1   Rural
Wisconsin  sawyer  2009  2  13.2  12.7   Rural
Delaware  sussex  1999  2  167.1  99.3   Rural
Florida  polk  2004  10  334.9  156.4   Rural
California  kings  2008  1  110.1  31.6   Rural
New York  ulster  2007  2  162.3  74.4   Rural
Iowa  muscatine  2006  1  97.7  40.9   Rural
California  contra costa  2005  18  1465.2  559.1   Urban
Georgia  dekalb  1991  1  2482.7  974.0   Urban
New Jersey  gloucester  2003  1  895.3  341.0   Rural
California  shasta  2007  5  46.9  20.5   Rural
California  siskiyou  2008  2  7.2  3.8   Rural
West Virginia  jackson  2007  1  62.9  28.7   Rural
Iowa  jackson  2006  1  31.2  14.8   Rural
California  santa cruz  2001  3  589.4  234.7   Rural
Illinois  randolph  2008  1  58.2  23.8   Rural
Massachusetts  middlesex  1999  5  1779.6  700.3   Urban
Georgia  lumpkin  1999  1  73.9  29.0   Rural
Pennsylvania  allegheny  1994  3  1755.3  799.3   Urban
Wisconsin  kewaunee  2000  1  58.9  24.0   Rural
Utah  grand  1997  1  2.3  1.1   Rural
Kentucky  lincoln  2006  1  74.1  32.4   Rural
Missouri  boone  2004  3  237.3  101.5   Rural
Alabama  shelby  2008  4  248.5  103.2   Rural
Florida  palm beach  2010  5  670.2  337.4   Rural
Texas  freestone  2006  1  22.6  10.6   Rural
New Hampshire  hillsborough  2009  2  457.4  189.5   Rural
Oregon  curry  2004  1  13.7  7.8   Rural
New York  allegany  2010  1  47.6  25.4   Rural
Kentucky  jefferson  1999  5  1801.2  794.2   Urban
Pennsylvania  tioga  2003  1  37.0  18.8   Rural
Arkansas  mississippi  2005  1  51.6  22.7   Rural
Georgia  hall  2009  2  457.5  175.2   Rural
Pennsylvania  lancaster  2006  7  550.4  215.0   Rural
Tennessee  bedford  1996  1  79.4  31.6   Rural
Mississippi  harrison  2003  2  326.0  148.4   Rural
California  sierra  2005  1  3.4  2.4   Rural
Mississippi  panola  2001  1  50.7  21.5   Rural
California  kern  1998  6  81.3  28.4   Rural
Oklahoma  custer  2003  1  27.8  12.3   Rural
Wisconsin  eau claire  1996  1  146.1  58.8   Rural
Utah  duchesne  2007  1  5.7  2.9   Rural
New York  chenango  2007  2  56.5  27.7   Rural
New York  onondaga  2002  2  600.0  260.0   Rural
North Carolina  alamance  2005  2  356.5  157.0   Rural
Connecticut  fairfield  1996  4  1410.3  542.4   Urban
Wyoming  natrona  2005  3  14.1  6.3   Rural
Kentucky  warren  1998  2  169.7  70.3   Rural
Texas  henderson  2003  2  89.9  45.3   Rural
Michigan  oakland  2007  9  1385.7  607.7   Urban
Arizona  yavapai  2009  5  26.0  13.6   Rural
California  san joaquin  2006  4  492.6  168.0   Rural
Texas  bosque  1997  1  17.4  8.7   Rural
Oregon  crook  2000  2  6.4  2.8   Rural
Alabama  marshall  1999  1  145.0  64.1   Rural
Texas  comanche  2005  4  14.9  7.7   Rural
Washington  island  2004  2  376.6  193.0   Rural
Colorado  saguache  2009  2  1.9  1.2   Rural
Maine  oxford  1993  1  26.3  15.5   Rural
Pennsylvania  crawford  2000  1  89.2  41.9   Rural
New York  orange  1997  1  418.2  150.4   Rural
New York  monroe  1997  2  1115.3  461.7   Rural
Virginia  surry  2003  1  25.3  12.3   Rural
Kansas  lyon  2001  1  39.8  18.0   Rural
Ohio  columbiana  2007  1  202.7  88.5   Rural
Texas  kleberg  1998  1  36.2  14.6   Rural
Texas  fort bend  1998  9  405.3  132.6   Rural
Ohio  athens  1999  1  122.8  49.1   Rural
Iowa  johnson  1999  5  180.7  74.6   Rural
Pennsylvania  chester  1996  1  573.4  216.6   Rural
Minnesota  becker  2008  1  24.7  14.3   Rural
Kansas  cowley  2004  1  32.3  14.2   Rural
New York  westchester  2010  6  2204.7  861.4   Urban
Montana  lewis and clark  1998  1  16.1  7.4   Rural
Indiana  clay  2010  1  75.2  32.7   Rural
Vermont  franklin  2004  1  75.3  34.1   Rural
Georgia  rabun  1995  1  40.6  27.5   Rural
Pennsylvania  wyoming  2006  1  71.2  33.4   Rural
Florida  manatee  2008  6  434.5  232.4   Rural
New Hampshire  grafton  2008  5  52.2  29.9   Rural
Indiana  grant  2005  1  169.2  73.5   Rural
Kentucky  johnson  2002  2  89.2  40.6   Rural
Arkansas  columbia  2003  1  32.1  15.1   Rural
North Carolina  johnston  2003  3  213.4  85.5   Rural
New Mexico  santa fe  1996  1  67.7  30.2   Rural
Massachusetts  barnstable  1997  4  561.9  371.9   Rural
Kentucky  clark  2008  1  141.1  62.2   Rural
Oklahoma  pawnee  2003  1  29.2  13.6   Rural
North Carolina  cumberland  2008  7  489.7  207.8   Rural
Pennsylvania  cumberland  1997  2  388.4  158.0   Rural
New Jersey  camden  1996  5  2289.4  898.2   Urban
Indiana  starke  2003  1  75.6  35.5   Rural
Ohio  montgomery  2009  6  1159.5  552.0   Urban
Washington  king  1998  24  817.0  349.1   Rural
Iowa  crawford  2006  2  23.9  9.7   Rural
California  el dorado  1995  4  91.4  41.7   Rural
Nebraska  sarpy  1999  6  509.7  187.0   Rural
Kentucky  nelson  1998  1  88.7  35.3   Rural
North Carolina  rowan  2010  1  270.7  117.7   Rural
Florida  nassau  2005  1  113.0  54.0   Rural
Arkansas  madison  2009  1  18.8  9.0   Rural
Arizona  pinal  1999  11  33.5  15.1   Rural
Alabama  limestone  1998  1  115.6  47.3   Rural
North Carolina  caldwell  2002  1  176.1  79.9   Rural
California  san diego  2008  58  735.8  276.9   Rural
Kentucky  union  2000  1  45.3  18.1   Rural
Ohio  lucas  2007  1  1296.2  594.5   Urban
Ohio  portage  1995  2  308.8  122.0   Rural
Ohio  coshocton  2006  1  65.4  29.3   Rural
Michigan  newaygo  1991  1  56.8  27.5   Rural
Ohio  cuyahoga  2009  6  2800.0  1360.0   Urban
New York  queens  2007  9  20553.6  7694.7   Urban
Oregon  jackson  2002  3  73.0  32.7   Rural
Minnesota  rice  2005  2  129.4  49.3   Rural
Vermont  chittenden  2008  2  291.7  122.5   Rural
Massachusetts  essex  2009  12  1508.8  622.8   Urban
New York  albany  2009  4  581.9  263.5   Rural
Michigan  otsego  2001  1  46.9  28.6   Rural
Georgia  habersham  2009  1  155.5  65.6   Rural
Pennsylvania  bedford  1999  1  49.3  23.2   Rural
Oklahoma  marshall  2008  1  42.7  27.0   Rural
Montana  flathead  2003  5  17.9  9.2   Rural
Minnesota  aitkin  2002  1  8.9  8.8   Rural
Missouri  webster  2006  1  61.1  24.3   Rural
Indiana  clinton  2003  3  82.0  32.9   Rural
Pennsylvania  schuylkill  2007  3  190.4  89.0   Rural
Connecticut  hartford  2002  3  1216.2  509.1   Urban
West Virginia  raleigh  1999  1  130.5  58.8   Rural
Iowa  mills  2003  1  34.4  14.0   Rural
Pennsylvania  cambria  1996  1  221.8  95.6   Rural
Ohio  licking  2000  1  211.9  85.6   Rural
California  kings  2003  4  110.1  31.6   Rural
Florida  polk  1997  2  258.2  120.8   Rural
Florida  sumter  2007  1  170.8  97.0   Rural
Virginia  king george  2006  1  131.3  52.8   Rural
Kentucky  carter  2009  1  67.7  30.1   Rural
Tennessee  washington  1999  1  328.5  146.4   Rural
New Jersey  gloucester  2010  3  895.3  341.0   Rural
West Virginia  cabell  2006  1  342.8  164.3   Rural
Georgia  pierce  2007  1  59.3  25.2   Rural
Michigan  wayne  1999  5  3356.1  1345.2   Urban
California  santa cruz  2010  8  589.4  234.7   Rural
Texas  travis  1998  1  821.1  339.5   Rural
Minnesota  stevens  2002  1  17.3  7.4   Rural
Alabama  jackson  1996  1  50.0  22.4   Rural
Maine  knox  2003  1  108.8  65.0   Rural
Missouri  boone  1997  2  197.6  82.7   Rural
Alabama  shelby  2007  7  248.5  103.2   Rural
Pennsylvania  monroe  1996  1  227.9  111.1   Rural
South Dakota  clay  2003  1  33.6  13.7   Rural
Massachusetts  norfolk  2009  4  1693.6  682.5   Urban
North Carolina  franklin  2007  1  123.3  54.1   Rural
Wisconsin  burnett  2003  2  18.8  18.6   Rural
Missouri  laclede  1997  1  42.5  18.7   Rural
Oklahoma  woods  1998  1  7.1  3.5   Rural
Washington  kitsap  2005  35  635.9  271.9   Rural
Maryland  somerset  2003  1  82.8  34.8   Rural
Wyoming  albany  1994  1  7.5  3.6   Rural
Illinois  williamson  2007  1  157.9  72.3   Rural
Michigan  shiawassee  2008  1  133.1  57.1   Rural
Nebraska  cass  2007  1  45.3  19.9   Rural
Mississippi  harrison  2008  4  326.0  148.4   Rural
Michigan  hillsdale  2004  1  78.1  36.4   Rural
Wisconsin  washington  1999  1  272.7  106.3   Rural
New York  onondaga  2009  6  600.0  260.0   Rural
Kentucky  perry  2008  1  84.5  37.7   Rural
Illinois  dupage  1994  1  2710.3  1006.0   Urban
Wisconsin  douglas  2009  1  33.9  17.5   Rural
Washington  lewis  2001  2  31.4  14.2   Rural
North Carolina  chatham  2007  2  93.1  42.1   Rural
Arkansas  pulaski  2001  2  503.8  231.1   Rural
California  tulare  2006  4  91.7  29.4   Rural
Washington  island  1999  3  343.3  155.3   Rural
Pennsylvania  crawford  2009  3  87.7  44.1   Rural
New York  cayuga  2005  1  115.7  52.8   Rural
Wisconsin  milwaukee  2007  5  3926.0  1731.8   Urban
Texas  randall  2004  2  132.4  56.6   Rural
Oklahoma  okmulgee  2001  1  57.5  25.7   Rural
Texas  fort bend  1991  2  405.3  132.6   Rural
Georgia  bibb  1991  1  615.6  268.8   Rural
Idaho  teton  2010  1  22.6  12.2   Rural
Indiana  delaware  2002  1  300.1  133.5   Rural
Missouri  dade  1997  1  16.2  7.7   Rural
Illinois  rock island  2008  3  345.0  153.8   Rural
New Mexico  colfax  1996  1  3.8  2.4   Rural
Georgia  fayette  2010  1  548.3  209.9   Rural
Wisconsin  manitowoc  2000  1  140.1  58.6   Rural
Missouri  hickory  2009  1  24.1  17.1   Rural
New Mexico  curry  2006  1  34.4  14.3   Rural
Iowa  jefferson  2009  1  38.7  17.4   Rural
North Carolina  bladen  1996  1  36.9  17.5   Rural
New Hampshire  grafton  2003  3  52.2  29.9   Rural
Kentucky  lawrence  2006  4  38.2  17.5   Rural
North Carolina  clay  2007  1  49.3  33.2   Rural
Oregon  tillamook  2009  1  22.9  16.7   Rural
Texas  tarrant  1996  3  1675.0  655.3   Urban
New Mexico  valencia  1998  1  62.0  23.1   Rural
Arizona  apache  1999  1  6.2  2.8   Rural
Connecticut  windham  2005  2  230.9  95.7   Rural
Washington  stevens  2006  1  17.6  8.5   Rural
Texas  hopkins  2000  1  40.8  17.9   Rural
Illinois  dekalb  2008  1  166.6  65.1   Rural
